code,code_description,code_type,cms_opps_inpatient_list,ccs
04100KK,Bypass Abd Aorta to B Femor A with Nonaut Sub - Open Approach,ICD10_PROC,,ccs51thru61
04100KQ,Bypass Abd Aorta to Low Ex Art w Nonaut Sub - Open,ICD10_PROC,,ccs51thru61
04100KR,Bypass Abd Aorta to Low Art with Nonaut Sub - Open Approach,ICD10_PROC,,ccs51thru61
04100Z6,Bypass Abdominal Aorta to R Com Ilia - Open Approach,ICD10_PROC,,ccs51thru61
04100Z7,Bypass Abdominal Aorta to L Com Ilia - Open Approach,ICD10_PROC,,ccs51thru61
04100Z8,Bypass Abdominal Aorta to B Com Ilia - Open Approach,ICD10_PROC,,ccs51thru61
04100Z9,Bypass Abdominal Aorta to R Int Ilia - Open Approach,ICD10_PROC,,ccs51thru61
04100ZB,Bypass Abdominal Aorta to L Int Ilia - Open Approach,ICD10_PROC,,ccs51thru61
04100ZC,Bypass Abdominal Aorta to B Int Ilia - Open Approach,ICD10_PROC,,ccs51thru61
04100ZD,Bypass Abdominal Aorta to R Ext Ilia - Open Approach,ICD10_PROC,,ccs51thru61
04100ZF,Bypass Abdominal Aorta to L Ext Ilia - Open Approach,ICD10_PROC,,ccs51thru61
04100ZG,Bypass Abdominal Aorta to B Ext Ilia - Open Approach,ICD10_PROC,,ccs51thru61
04100ZH,Bypass Abdominal Aorta to R Femor A - Open Approach,ICD10_PROC,,ccs51thru61
04100ZJ,Bypass Abdominal Aorta to Left Femoral Artery - Open Approach,ICD10_PROC,,ccs51thru61
04100ZK,Bypass Abdominal Aorta to B Femor A - Open Approach,ICD10_PROC,,ccs51thru61
04100ZQ,Bypass Abdominal Aorta to Low Ex Art - Open Approach,ICD10_PROC,,ccs51thru61
04100ZR,Bypass Abdominal Aorta to Lower Artery - Open Approach,ICD10_PROC,,ccs51thru61
410496,Bypass Abd Aorta to R Com Ilia w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
410497,Bypass Abd Aorta to L Com Ilia w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
410498,Bypass Abd Aorta to B Com Ilia w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
410499,Bypass Abd Aorta to R Int Ilia w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041049B,Bypass Abd Aorta to L Int Ilia w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041049C,Bypass Abd Aorta to B Int Ilia w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041049D,Bypass Abd Aorta to R Ext Ilia w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041049F,Bypass Abd Aorta to L Ext Ilia w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041049G,Bypass Abd Aorta to B Ext Ilia w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041049H,Bypass Abd Aorta to R Femor A w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041049J,Bypass Abd Aorta to L Femor A w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041049K,Bypass Abd Aorta to B Femor A w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041049Q,Bypass Abd Aorta to Low Ex Art w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041049R,Bypass Abd Aorta to Low Art w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
04104A6,Bypass Abd Aorta to R Com Ilia w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
04104A7,Bypass Abd Aorta to L Com Ilia w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
04104A8,Bypass Abd Aorta to B Com Ilia w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
04104A9,Bypass Abd Aorta to R Int Ilia w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
04104AB,Bypass Abd Aorta to L Int Ilia w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
04104AC,Bypass Abd Aorta to B Int Ilia w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
04104AD,Bypass Abd Aorta to R Ext Ilia w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
04104AF,Bypass Abd Aorta to L Ext Ilia w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
04104AG,Bypass Abd Aorta to B Ext Ilia w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
04104AH,Bypass Abd Aorta to R Femor A w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
04104AJ,Bypass Abd Aorta to L Femor A w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
04104AK,Bypass Abd Aorta to B Femor A w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
04104AQ,Bypass Abd Aorta to Low Ex Art w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
04104AR,Bypass Abd Aorta to Low Art w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
04104J6,Bypass Abd Aorta to R Com Ilia w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104J7,Bypass Abd Aorta to L Com Ilia w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104J8,Bypass Abd Aorta to B Com Ilia w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104J9,Bypass Abd Aorta to R Int Ilia w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104JB,Bypass Abd Aorta to L Int Ilia w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104JC,Bypass Abd Aorta to B Int Ilia w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104JD,Bypass Abd Aorta to R Ext Ilia w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104JF,Bypass Abd Aorta to L Ext Ilia w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104JG,Bypass Abd Aorta to B Ext Ilia w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104JH,Bypass Abd Aorta to R Femor A w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104JJ,Bypass Abd Aorta to L Femor A w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104JK,Bypass Abd Aorta to B Femor A w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104JQ,Bypass Abd Aorta to Low Ex Art w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104JR,Bypass Abd Aorta to Low Art w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104K6,Bypass Abd Aorta to R Com Ilia w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104K7,Bypass Abd Aorta to L Com Ilia w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104K8,Bypass Abd Aorta to B Com Ilia w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104K9,Bypass Abd Aorta to R Int Ilia w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104KB,Bypass Abd Aorta to L Int Ilia w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104KC,Bypass Abd Aorta to B Int Ilia w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104KD,Bypass Abd Aorta to R Ext Ilia w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104KF,Bypass Abd Aorta to L Ext Ilia w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104KG,Bypass Abd Aorta to B Ext Ilia w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104KH,Bypass Abd Aorta to R Femor A w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104KJ,Bypass Abd Aorta to L Femor A w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104KK,Bypass Abd Aorta to B Femor A w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104KQ,Bypass Abd Aorta to Low Ex Art w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104KR,Bypass Abd Aorta to Low Art w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
04104Z6,Bypass Abdominal Aorta to R Com Ilia - Perc Endo Approach,ICD10_PROC,,ccs51thru61
04104Z7,Bypass Abdominal Aorta to L Com Ilia - Perc Endo Approach,ICD10_PROC,,ccs51thru61
04104Z8,Bypass Abdominal Aorta to B Com Ilia - Perc Endo Approach,ICD10_PROC,,ccs51thru61
04104Z9,Bypass Abdominal Aorta to R Int Ilia - Perc Endo Approach,ICD10_PROC,,ccs51thru61
04104ZB,Bypass Abdominal Aorta to L Int Ilia - Perc Endo Approach,ICD10_PROC,,ccs51thru61
04104ZC,Bypass Abdominal Aorta to B Int Ilia - Perc Endo Approach,ICD10_PROC,,ccs51thru61
04104ZD,Bypass Abdominal Aorta to R Ext Ilia - Perc Endo Approach,ICD10_PROC,,ccs51thru61
04104ZF,Bypass Abdominal Aorta to L Ext Ilia - Perc Endo Approach,ICD10_PROC,,ccs51thru61
04104ZG,Bypass Abdominal Aorta to B Ext Ilia - Perc Endo Approach,ICD10_PROC,,ccs51thru61
04104ZH,Bypass Abdominal Aorta to R Femor A - Perc Endo Approach,ICD10_PROC,,ccs51thru61
04104ZJ,Bypass Abdominal Aorta to L Femor A - Perc Endo Approach,ICD10_PROC,,ccs51thru61
04104ZK,Bypass Abdominal Aorta to B Femor A - Perc Endo Approach,ICD10_PROC,,ccs51thru61
04104ZQ,Bypass Abdominal Aorta to Low Ex Art - Perc Endo Approach,ICD10_PROC,,ccs51thru61
04104ZR,Bypass Abdominal Aorta to Lower Artery - Perc Endo Approach,ICD10_PROC,,ccs51thru61
041C096,Bypass R Com Iliac Art to R Com Ilia w Autol Vn - Open,ICD10_PROC,,ccs51thru61
041C097,Bypass R Com Iliac Art to L Com Ilia w Autol Vn - Open,ICD10_PROC,,ccs51thru61
041C098,Bypass R Com Iliac Art to B Com Ilia w Autol Vn - Open,ICD10_PROC,,ccs51thru61
041C099,Bypass R Com Iliac Art to R Int Ilia w Autol Vn - Open,ICD10_PROC,,ccs51thru61
041C09B,Bypass R Com Iliac Art to L Int Ilia w Autol Vn - Open,ICD10_PROC,,ccs51thru61
041C09C,Bypass R Com Iliac Art to B Int Ilia w Autol Vn - Open,ICD10_PROC,,ccs51thru61
041C09D,Bypass R Com Iliac Art to R Ext Ilia w Autol Vn - Open,ICD10_PROC,,ccs51thru61
041C09F,Bypass R Com Iliac Art to L Ext Ilia w Autol Vn - Open,ICD10_PROC,,ccs51thru61
041C09G,Bypass R Com Iliac Art to B Ext Ilia w Autol Vn - Open,ICD10_PROC,,ccs51thru61
041C09H,Bypass R Com Iliac Art to R Femor A w Autol Vn - Open,ICD10_PROC,,ccs51thru61
041C09J,Bypass R Com Iliac Art to L Femor A w Autol Vn - Open,ICD10_PROC,,ccs51thru61
041C09K,Bypass R Com Iliac Art to B Femor A w Autol Vn - Open,ICD10_PROC,,ccs51thru61
041C09Q,Bypass R Com Iliac Art to Low Ex Art w Autol Vn - Open,ICD10_PROC,,ccs51thru61
041C09R,Bypass R Com Iliac Art to Low Art w Autol Vn - Open,ICD10_PROC,,ccs51thru61
041C0A0,Bypass R Com Iliac Art to Abd Aorta w Autol Art - Open,ICD10_PROC,,ccs51thru61
041C0A1,Bypass R Com Iliac Art to Celiac Art w Autol Art - Open,ICD10_PROC,,ccs51thru61
041C0A2,Bypass R Com Iliac Art to Mesent Art w Autol Art - Open,ICD10_PROC,,ccs51thru61
041C0A3,Bypass R Com Iliac Art to R Renal A w Autol Art - Open,ICD10_PROC,,ccs51thru61
041C0A4,Bypass R Com Iliac Art to L Renal A w Autol Art - Open,ICD10_PROC,,ccs51thru61
041C0A5,Bypass R Com Iliac Art to B Renal A w Autol Art - Open,ICD10_PROC,,ccs51thru61
041C0A6,Bypass R Com Iliac Art to R Com Ilia w Autol Art - Open,ICD10_PROC,,ccs51thru61
041C0A7,Bypass R Com Iliac Art to L Com Ilia w Autol Art - Open,ICD10_PROC,,ccs51thru61
041C0A8,Bypass R Com Iliac Art to B Com Ilia w Autol Art - Open,ICD10_PROC,,ccs51thru61
041C0A9,Bypass R Com Iliac Art to R Int Ilia w Autol Art - Open,ICD10_PROC,,ccs51thru61
041C0AB,Bypass R Com Iliac Art to L Int Ilia w Autol Art - Open,ICD10_PROC,,ccs51thru61
041C0AC,Bypass R Com Iliac Art to B Int Ilia w Autol Art - Open,ICD10_PROC,,ccs51thru61
041C0AD,Bypass R Com Iliac Art to R Ext Ilia w Autol Art - Open,ICD10_PROC,,ccs51thru61
041C0AF,Bypass R Com Iliac Art to L Ext Ilia w Autol Art - Open,ICD10_PROC,,ccs51thru61
041C0AG,Bypass R Com Iliac Art to B Ext Ilia w Autol Art - Open,ICD10_PROC,,ccs51thru61
041C0AH,Bypass R Com Iliac Art to R Femor A w Autol Art - Open,ICD10_PROC,,ccs51thru61
041C0AJ,Bypass R Com Iliac Art to L Femor A w Autol Art - Open,ICD10_PROC,,ccs51thru61
041C0AK,Bypass R Com Iliac Art to B Femor A w Autol Art - Open,ICD10_PROC,,ccs51thru61
041C0AQ,Bypass R Com Iliac Art to Low Ex Art w Autol Art - Open,ICD10_PROC,,ccs51thru61
041C0AR,Bypass R Com Iliac Art to Low Art w Autol Art - Open,ICD10_PROC,,ccs51thru61
041C0J0,Bypass R Com Iliac Art to Abd Aorta w Synth Sub - Open,ICD10_PROC,,ccs51thru61
041C0J1,Bypass R Com Iliac Art to Celiac Art w Synth Sub - Open,ICD10_PROC,,ccs51thru61
041C0J2,Bypass R Com Iliac Art to Mesent Art w Synth Sub - Open,ICD10_PROC,,ccs51thru61
041C0J3,Bypass R Com Iliac Art to R Renal A w Synth Sub - Open,ICD10_PROC,,ccs51thru61
041C0J4,Bypass R Com Iliac Art to L Renal A w Synth Sub - Open,ICD10_PROC,,ccs51thru61
041C0J5,Bypass R Com Iliac Art to B Renal A w Synth Sub - Open,ICD10_PROC,,ccs51thru61
041C0J6,Bypass R Com Iliac Art to R Com Ilia w Synth Sub - Open,ICD10_PROC,,ccs51thru61
041C0J7,Bypass R Com Iliac Art to L Com Ilia w Synth Sub - Open,ICD10_PROC,,ccs51thru61
041C0J8,Bypass R Com Iliac Art to B Com Ilia w Synth Sub - Open,ICD10_PROC,,ccs51thru61
041C0J9,Bypass R Com Iliac Art to R Int Ilia w Synth Sub - Open,ICD10_PROC,,ccs51thru61
041C0JB,Bypass R Com Iliac Art to L Int Ilia w Synth Sub - Open,ICD10_PROC,,ccs51thru61
041C0JC,Bypass R Com Iliac Art to B Int Ilia w Synth Sub - Open,ICD10_PROC,,ccs51thru61
041C0JD,Bypass R Com Iliac Art to R Ext Ilia w Synth Sub - Open,ICD10_PROC,,ccs51thru61
041C0JF,Bypass R Com Iliac Art to L Ext Ilia w Synth Sub - Open,ICD10_PROC,,ccs51thru61
041C0JG,Bypass R Com Iliac Art to B Ext Ilia w Synth Sub - Open,ICD10_PROC,,ccs51thru61
041C0JH,Bypass R Com Iliac Art to R Femor A w Synth Sub - Open,ICD10_PROC,,ccs51thru61
041C0JJ,Bypass R Com Iliac Art to L Femor A w Synth Sub - Open,ICD10_PROC,,ccs51thru61
041C0JK,Bypass R Com Iliac Art to B Femor A w Synth Sub - Open,ICD10_PROC,,ccs51thru61
041C0JQ,Bypass R Com Iliac Art to Low Ex Art w Synth Sub - Open,ICD10_PROC,,ccs51thru61
041C0JR,Bypass R Com Iliac Art to Low Art w Synth Sub - Open,ICD10_PROC,,ccs51thru61
041C0K0,Bypass R Com Iliac Art to Abd Aorta w Nonaut Sub - Open,ICD10_PROC,,ccs51thru61
041C0K1,Bypass R Com Iliac Art to Celiac Art w Nonaut Sub - Open,ICD10_PROC,,ccs51thru61
041C0K2,Bypass R Com Iliac Art to Mesent Art w Nonaut Sub - Open,ICD10_PROC,,ccs51thru61
041C0K3,Bypass R Com Iliac Art to R Renal A w Nonaut Sub - Open,ICD10_PROC,,ccs51thru61
041C0K4,Bypass R Com Iliac Art to L Renal A w Nonaut Sub - Open,ICD10_PROC,,ccs51thru61
041C0K5,Bypass R Com Iliac Art to B Renal A w Nonaut Sub - Open,ICD10_PROC,,ccs51thru61
041C0K6,Bypass R Com Iliac Art to R Com Ilia w Nonaut Sub - Open,ICD10_PROC,,ccs51thru61
041C0K7,Bypass R Com Iliac Art to L Com Ilia w Nonaut Sub - Open,ICD10_PROC,,ccs51thru61
041C0K8,Bypass R Com Iliac Art to B Com Ilia w Nonaut Sub - Open,ICD10_PROC,,ccs51thru61
041C0K9,Bypass R Com Iliac Art to R Int Ilia w Nonaut Sub - Open,ICD10_PROC,,ccs51thru61
041C0KB,Bypass R Com Iliac Art to L Int Ilia w Nonaut Sub - Open,ICD10_PROC,,ccs51thru61
041C0KC,Bypass R Com Iliac Art to B Int Ilia w Nonaut Sub - Open,ICD10_PROC,,ccs51thru61
041C0KD,Bypass R Com Iliac Art to R Ext Ilia w Nonaut Sub - Open,ICD10_PROC,,ccs51thru61
041C0KF,Bypass R Com Iliac Art to L Ext Ilia w Nonaut Sub - Open,ICD10_PROC,,ccs51thru61
041C0KG,Bypass R Com Iliac Art to B Ext Ilia w Nonaut Sub - Open,ICD10_PROC,,ccs51thru61
041C0KH,Bypass R Com Iliac Art to R Femor A w Nonaut Sub - Open,ICD10_PROC,,ccs51thru61
041C0KJ,Bypass R Com Iliac Art to L Femor A w Nonaut Sub - Open,ICD10_PROC,,ccs51thru61
041C0KK,Bypass R Com Iliac Art to B Femor A w Nonaut Sub - Open,ICD10_PROC,,ccs51thru61
041C0KQ,Bypass R Com Iliac Art to Low Ex Art w Nonaut Sub - Open,ICD10_PROC,,ccs51thru61
041C0KR,Bypass R Com Iliac Art to Low Art w Nonaut Sub - Open,ICD10_PROC,,ccs51thru61
041C0Z0,Bypass Right Common Iliac Artery to Abd Aorta - Open Approach,ICD10_PROC,,ccs51thru61
041C0Z1,Bypass R Com Iliac Art to Celiac Art - Open Approach,ICD10_PROC,,ccs51thru61
041C0Z2,Bypass R Com Iliac Art to Mesent Art - Open Approach,ICD10_PROC,,ccs51thru61
041C0Z6,Bypass R Com Iliac Art to R Com Ilia - Open Approach,ICD10_PROC,,ccs51thru61
041C0Z7,Bypass R Com Iliac Art to L Com Ilia - Open Approach,ICD10_PROC,,ccs51thru61
041C0Z8,Bypass R Com Iliac Art to B Com Ilia - Open Approach,ICD10_PROC,,ccs51thru61
041C0Z9,Bypass R Com Iliac Art to R Int Ilia - Open Approach,ICD10_PROC,,ccs51thru61
041C0ZB,Bypass R Com Iliac Art to L Int Ilia - Open Approach,ICD10_PROC,,ccs51thru61
041C0ZC,Bypass R Com Iliac Art to B Int Ilia - Open Approach,ICD10_PROC,,ccs51thru61
041C0ZD,Bypass R Com Iliac Art to R Ext Ilia - Open Approach,ICD10_PROC,,ccs51thru61
041C0ZF,Bypass R Com Iliac Art to L Ext Ilia - Open Approach,ICD10_PROC,,ccs51thru61
041C0ZG,Bypass R Com Iliac Art to B Ext Ilia - Open Approach,ICD10_PROC,,ccs51thru61
041C0ZH,Bypass Right Common Iliac Artery to R Femor A - Open Approach,ICD10_PROC,,ccs51thru61
041C0ZJ,Bypass Right Common Iliac Artery to L Femor A - Open Approach,ICD10_PROC,,ccs51thru61
041C0ZK,Bypass Right Common Iliac Artery to B Femor A - Open Approach,ICD10_PROC,,ccs51thru61
041C0ZQ,Bypass R Com Iliac Art to Low Ex Art - Open Approach,ICD10_PROC,,ccs51thru61
041C0ZR,Bypass Right Common Iliac Artery to Low Art - Open Approach,ICD10_PROC,,ccs51thru61
041C490,Bypass R Com Iliac Art to Abd Aorta w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041C491,Bypass R Com Iliac Art to Celiac Art w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041C492,Bypass R Com Iliac Art to Mesent Art w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041C493,Bypass R Com Iliac Art to R Renal A w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041C494,Bypass R Com Iliac Art to L Renal A w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041C495,Bypass R Com Iliac Art to B Renal A w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041C496,Bypass R Com Iliac Art to R Com Ilia w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041C497,Bypass R Com Iliac Art to L Com Ilia w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041C498,Bypass R Com Iliac Art to B Com Ilia w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041C499,Bypass R Com Iliac Art to R Int Ilia w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041C49B,Bypass R Com Iliac Art to L Int Ilia w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041C49C,Bypass R Com Iliac Art to B Int Ilia w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041C49D,Bypass R Com Iliac Art to R Ext Ilia w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041C49F,Bypass R Com Iliac Art to L Ext Ilia w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041C49G,Bypass R Com Iliac Art to B Ext Ilia w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041C49H,Bypass R Com Iliac Art to R Femor A w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041C49J,Bypass R Com Iliac Art to L Femor A w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041C49K,Bypass R Com Iliac Art to B Femor A w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041C49Q,Bypass R Com Iliac Art to Low Ex Art w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041C49R,Bypass R Com Iliac Art to Low Art w Autol Vn - Perc Endo,ICD10_PROC,,ccs51thru61
041C4A0,Bypass R Com Iliac Art to Abd Aorta w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
041C4A1,Bypass R Com Iliac Art to Celiac Art w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
041C4A2,Bypass R Com Iliac Art to Mesent Art w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
041C4A3,Bypass R Com Iliac Art to R Renal A w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
041C4A4,Bypass R Com Iliac Art to L Renal A w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
041C4A5,Bypass R Com Iliac Art to B Renal A w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
041C4A6,Bypass R Com Iliac Art to R Com Ilia w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
041C4A7,Bypass R Com Iliac Art to L Com Ilia w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
041C4A8,Bypass R Com Iliac Art to B Com Ilia w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
041C4A9,Bypass R Com Iliac Art to R Int Ilia w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
041C4AB,Bypass R Com Iliac Art to L Int Ilia w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
041C4AC,Bypass R Com Iliac Art to B Int Ilia w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
041C4AD,Bypass R Com Iliac Art to R Ext Ilia w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
041C4AF,Bypass R Com Iliac Art to L Ext Ilia w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
041C4AG,Bypass R Com Iliac Art to B Ext Ilia w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
041C4AH,Bypass R Com Iliac Art to R Femor A w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
041C4AJ,Bypass R Com Iliac Art to L Femor A w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
041C4AK,Bypass R Com Iliac Art to B Femor A w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
041C4AQ,Bypass R Com Iliac Art to Low Ex Art w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
041C4AR,Bypass R Com Iliac Art to Low Art w Autol Art - Perc Endo,ICD10_PROC,,ccs51thru61
041C4J0,Bypass R Com Iliac Art to Abd Aorta w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4J1,Bypass R Com Iliac Art to Celiac Art w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4J2,Bypass R Com Iliac Art to Mesent Art w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4J3,Bypass R Com Iliac Art to R Renal A w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4J4,Bypass R Com Iliac Art to L Renal A w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4J5,Bypass R Com Iliac Art to B Renal A w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4J6,Bypass R Com Iliac Art to R Com Ilia w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4J7,Bypass R Com Iliac Art to L Com Ilia w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4J8,Bypass R Com Iliac Art to B Com Ilia w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4J9,Bypass R Com Iliac Art to R Int Ilia w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4JB,Bypass R Com Iliac Art to L Int Ilia w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4JC,Bypass R Com Iliac Art to B Int Ilia w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4JD,Bypass R Com Iliac Art to R Ext Ilia w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4JF,Bypass R Com Iliac Art to L Ext Ilia w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4JG,Bypass R Com Iliac Art to B Ext Ilia w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4JH,Bypass R Com Iliac Art to R Femor A w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4JJ,Bypass R Com Iliac Art to L Femor A w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4JK,Bypass R Com Iliac Art to B Femor A w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4JQ,Bypass R Com Iliac Art to Low Ex Art w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4JR,Bypass R Com Iliac Art to Low Art w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4K0,Bypass R Com Iliac Art to Abd Aorta w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4K1,Bypass R Com Iliac Art to Celiac Art w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4K2,Bypass R Com Iliac Art to Mesent Art w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4K3,Bypass R Com Iliac Art to R Renal A w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4K4,Bypass R Com Iliac Art to L Renal A w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4K5,Bypass R Com Iliac Art to B Renal A w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4K6,Bypass R Com Iliac Art to R Com Ilia w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4K7,Bypass R Com Iliac Art to L Com Ilia w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
041C4K8,Bypass R Com Iliac Art to B Com Ilia w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
